Item Code,Description,Item Category,Oraganization,Sub Inventory,To Location,To Subinventory,Document Number,Transaction ID,Transaction DATE,Selling  Price,Value of Selling Price,Lot Number,UOM,Transaction Type,Transaction Quantity,Transaction Cost,Transaction Value,Balance Quantity,Balance Value
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1111413108,02-01-2024,11.4,-1.14,636566.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,7.5002,52.36805
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1113914382,07-01-2024,11.4,-1.14,636566.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,7.4002,51.66983
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1119420024,17-01-2024,11.4,-1.14,636566.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,12.3002,85.88271
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1119769752,17-01-2024,11.4,-1.14,636566.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,12.2002,85.18449
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15484596,1121221816,20-01-2024,11.4,-11.4,636566.0,BOX,Move Order Issue,1.0,6.98222,-6.98222,11.2002,78.20227
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15484596,1121221838,20-01-2024,11.4,-93.48,636566.0,BOX,Move Order Issue,8.2,6.98222,-57.25421,3.0002,20.94806
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1122048250,22-01-2024,11.4,-1.14,636566.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,2.9002,20.24984
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15501809,1124227921,25-01-2024,11.4,-20.52,636566.0,BOX,Move Order Issue,1.8,6.98222,-12.568,4.1002,28.6285
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15501809,1124227924,25-01-2024,11.4,-5.7,636571.0,BOX,Move Order Issue,0.5,6.98222,-3.49111,3.6002,25.13739
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_ER,,,,1124447816,26-01-2024,11.4,-39.9,636571.0,BOX,Physical Inv Adjust,3.5,6.98222,-24.43777,0.1002,0.69962
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1129572456,05-02-2024,11.4,-1.14,636572.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,5.4002,37.70539
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1134950303,14-02-2024,11.4,-1.14,636572.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,9.3002,64.93605
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1137130007,19-02-2024,11.4,-1.14,636572.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,9.2002,64.23783
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1137149941,19-02-2024,11.4,-1.14,636572.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,9.1002,63.5396
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15593702,1140863271,26-02-2024,11.4,-33.06,636566.0,BOX,Move Order Issue,2.9,6.98222,-20.24844,11.2002,78.20227
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15593702,1140863271,26-02-2024,11.4,-11.4,636572.0,BOX,Move Order Issue,1.0,6.98222,-6.98222,10.2002,71.22005
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1142052958,28-02-2024,11.4,-1.14,636572.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,10.1002,70.52183
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15620275,1145191654,05-03-2024,11.4,-57.0,636572.0,BOX,Move Order Issue,5.0,6.98222,-34.9111,5.1002,35.61072
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1158522053,01-04-2024,11.4,-1.14,636572.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,11.0002,76.80582
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1158962809,02-04-2024,11.4,-1.14,636572.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,10.9002,76.1076
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1159070615,02-04-2024,11.4,-1.14,636572.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,10.8002,75.40938
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1159117908,02-04-2024,11.4,-1.14,636572.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,10.7002,74.71116
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1162689990,14-04-2024,11.4,-1.14,636572.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,10.6002,74.01294
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1162906193,14-04-2024,11.4,-1.14,636572.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,10.5002,73.31471
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1163732865,16-04-2024,11.4,-2.28,636572.0,BOX,Issue to Patient,0.2,6.98222,-1.39644,10.3002,71.91827
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1163748341,16-04-2024,11.4,-1.14,636572.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,10.2002,71.22005
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1163795882,16-04-2024,11.4,-1.14,636572.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,10.1002,70.52183
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1171597169,30-04-2024,11.4,-2.28,636572.0,BOX,Issue to Patient,0.2,6.98222,-1.39644,11.9002,83.08982
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1175425647,07-05-2024,11.4,-1.14,636572.0,BOX,Issue to Patient,0.1,6.98222,-0.69822,11.8002,82.3916
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15855243,1181263216,18-05-2024,11.4,-2.28,636571.0,BOX,Move Order Issue,0.2,6.98222,-1.39644,24.6002,171.76403
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15855243,1181263223,18-05-2024,11.4,-145.92,636572.0,BOX,Move Order Issue,12.8,6.98222,-89.37242,11.8002,82.3916
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_PNWRDB,,,,1186658677,27-05-2024,11.4,-11.4,636566.0,BOX,Issue to Patient,1.0,6.98222,-6.98222,10.8002,75.40938
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_PTDN3F,,,,1187972775,29-05-2024,11.4,0.0,636566.0,BOX,Physical Inv Adjust,0.0001,6.98222,-0.0007,11.1,77.50265
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15903708,1188620016,30-05-2024,11.4,-6.84,636572.0,BOX,Move Order Issue,0.6,6.98222,-4.18933,10.5,73.31332
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_RCVRY,,,,1189087693,31-05-2024,11.4,-3.42,636572.0,BOX,Physical Inv Adjust,0.3,6.98222,-2.09467,10.4,72.6151
6090020058,TYLENOL 200 MG SUP 10'S,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,16025194,1203948287,30-06-2024,11.4,-68.4,636572.0,BOX,Move Order Issue,6.0,6.98222,-41.89332,6.4,44.68621
