Item Code,Description,Item Category,Oraganization,Sub Inventory,To Location,To Subinventory,Document Number,Transaction ID,Transaction DATE,Selling  Price,Value of Selling Price,Lot Number,UOM,Transaction Type,Transaction Quantity,Transaction Cost,Transaction Value,Balance Quantity,Balance Value
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RYN_IP,,,,1111436816,02-01-2024,6.2,-6.2,647077.0,VL,Issue to Patient,1.0,5.4261,-5.4261,229.0,1242.57589
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,STAGE,Rayan Hospital Clinics,RAY_LDR,17449874,1112128832,03-01-2024,6.2,-62.0,647077.0,VL,Int Order Direct Ship,10.0,5.4261,-54.26096,219.0,1188.31494
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RAY_ENT,RYN 11205-E.N.T. (Otolaryngology),,15437037,1112939457,04-01-2024,6.2,-12.4,647077.0,VL,Move Order Issue,2.0,5.42642,-10.85284,397.0,2154.28837
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RAY_ENT,RYN 11205-E.N.T. (Otolaryngology),,15437037,1112939457,04-01-2024,6.2,-6.2,647078.0,VL,Move Order Issue,1.0,5.42642,-5.42642,396.0,2148.86195
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RAY_ENT,RYN 11205-E.N.T. (Otolaryngology),,15437037,1112939457,04-01-2024,6.2,-6.2,647079.0,VL,Move Order Issue,1.0,5.42642,-5.42642,395.0,2143.43553
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,STAGE,Rayan Hospital Clinics,RAY_OR,17451944,1113461154,06-01-2024,6.2,-93.0,647077.0,VL,Int Order Direct Ship,15.0,5.42642,-81.39629,380.0,2062.03924
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RAY_RDLOGY,RYN 13101-Radiology,,15433806,1113586574,06-01-2024,6.2,-43.4,647078.0,VL,Move Order Issue,7.0,5.42642,-37.98493,373.0,2024.05431
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RAY_RDLOGY,RYN 13101-Radiology,,15433806,1113586574,06-01-2024,6.2,-18.6,647079.0,VL,Move Order Issue,3.0,5.42642,-16.27926,370.0,2007.77505
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RAY_RDLOGY,RYN 13101-Radiology,,15433806,1113586574,06-01-2024,6.2,-31.0,647080.0,VL,Move Order Issue,5.0,5.42642,-27.1321,365.0,1980.64296
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RYN_IP,,,,1113757165,06-01-2024,6.2,-6.2,647083.0,VL,Issue to Patient,1.0,5.42642,-5.42642,364.0,1975.21654
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,STAGE,Rayan Hospital Clinics,RAY_ER,17451407,1114825242,08-01-2024,6.2,-18.6,647077.0,VL,Int Order Direct Ship,3.0,5.42642,-16.27926,361.0,1958.93728
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,STAGE,Rayan Hospital Clinics,RAY_OR,17453054,1115179430,09-01-2024,6.2,-62.0,647077.0,VL,Int Order Direct Ship,10.0,5.42642,-54.26419,351.0,1904.67309
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RYN_IP,,,,1115378951,09-01-2024,6.2,-6.2,647083.0,VL,Issue to Patient,1.0,5.42642,-5.42642,350.0,1899.24667
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RAY_DERMA,RYN 11204-Dermatology,,15453717,1115759737,10-01-2024,6.2,-37.2,647077.0,VL,Move Order Issue,6.0,5.42642,-32.55851,344.0,1866.68816
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RAY_DERMA,RYN 11204-Dermatology,,15453717,1115759737,10-01-2024,6.2,-24.8,647081.0,VL,Move Order Issue,4.0,5.42642,-21.70568,340.0,1844.98248
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RYN_IP,,,,1116259596,11-01-2024,6.2,-6.2,647083.0,VL,Issue to Patient,1.0,5.42642,-5.42642,339.0,1839.55606
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RYN_IP,,,,1116310769,11-01-2024,6.2,-6.2,647077.0,VL,Issue to Patient,1.0,5.42642,-5.42642,338.0,1834.12964
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RYN_IP,,,,1116733176,12-01-2024,6.2,-6.2,647083.0,VL,Issue to Patient,1.0,5.42642,-5.42642,337.0,1828.70322
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RYN_IP,,,,1116822115,12-01-2024,6.2,-6.2,647083.0,VL,Issue to Patient,1.0,5.42642,-5.42642,336.0,1823.2768
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RYN_IP,,,,1116917673,13-01-2024,6.2,-6.2,647083.0,VL,Issue to Patient,1.0,5.42642,-5.42642,335.0,1817.85038
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,STAGE,Rayan Hospital Clinics,RAY_OR,17455212,1117048960,13-01-2024,6.2,-124.0,647077.0,VL,Int Order Direct Ship,20.0,5.42642,-108.52838,315.0,1709.322
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RYN_IP,,,,1118745627,16-01-2024,6.2,-6.2,647083.0,VL,Issue to Patient,1.0,5.42656,-5.42656,494.0,2680.72171
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,RYN_IP,,,,1119392562,17-01-2024,6.2,-6.2,647082.0,VL,Issue to Patient,1.0,5.42656,-5.42656,493.0,2675.29515
6020040011,XYLOCAINE-1% INJECTION 50ML,Medicine,Rayan Hospital,STAGE,Rayan Hospital Clinics,RAY_OR,17458416,1119571814,17-01-2024,6.2,-124.0,647083.0,VL,Int Order Direct Ship,20.0,5.42656,-108.53124,473.0,2566.7639
