Item Code,Description,Item Category,Oraganization,Sub Inventory,To Location,To Subinventory,Document Number,Transaction ID,Transaction DATE,Selling  Price,Value of Selling Price,Lot Number,UOM,Transaction Type,Transaction Quantity,Transaction Cost,Transaction Value,Balance Quantity,Balance Value
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15439512,1112914507,04-01-2024,10.5,-94.5,8466133.0,PCS,Move Order Issue,9.0,3.99,-35.91,17.0,67.83
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_PTDN3F,,,,1113653720,06-01-2024,10.5,-21.0,8466132.0,PCS,Issue to Patient,2.0,3.99,-7.98,15.0,59.85
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1113981821,07-01-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,22.0,87.78
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1113998518,07-01-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,21.0,83.79
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1114172128,07-01-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,20.0,79.8
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1114509889,08-01-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,19.0,75.81
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1114537352,08-01-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,18.0,71.82
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15451350,1115170036,09-01-2024,10.5,-10.5,8466132.0,PCS,Move Order Issue,1.0,3.99,-3.99,20.0,79.8
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15451350,1115170036,09-01-2024,10.5,-63.0,8466133.0,PCS,Move Order Issue,6.0,3.99,-23.94,14.0,55.86
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1118283393,15-01-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,19.0,75.81
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1118861641,16-01-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,21.0,83.79
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1118924619,16-01-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,20.0,79.8
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1118932317,16-01-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,19.0,75.81
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1119096326,16-01-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,18.0,71.82
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1119478380,17-01-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,17.0,67.83
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15489144,1121739974,21-01-2024,10.5,-105.0,8466133.0,PCS,Move Order Issue,10.0,3.99,-39.9,14.0,55.86
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1123307932,24-01-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,21.0,83.79
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1123320127,24-01-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,20.0,79.8
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1123331074,24-01-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,19.0,75.81
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1123412405,24-01-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,18.0,71.82
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ER,,,,1124447415,26-01-2024,10.5,-147.0,8466132.0,PCS,Physical Inv Adjust,14.0,3.99,-55.86,4.0,15.96
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ER,,,,1124447818,26-01-2024,10.5,-42.0,8466133.0,PCS,Physical Inv Adjust,4.0,3.99,-15.96,0.0,0.0
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1131420567,08-02-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,12.0,47.88
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1131473833,08-02-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,11.0,43.89
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1131539469,08-02-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,10.0,39.9
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1131599555,08-02-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.99,-3.99,9.0,35.91
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1133547512,12-02-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.9912,-3.9912,19.0,75.8328
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1134647166,14-02-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.9912,-3.9912,18.0,71.8416
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1135244190,15-02-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.9912,-3.9912,17.0,67.8504
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1135331377,15-02-2024,10.5,-10.5,8466133.0,PCS,Issue to Patient,1.0,3.9912,-3.9912,16.0,63.8592
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1136352707,17-02-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.9921,-3.9921,21.0,83.83402
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1136359474,17-02-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.9921,-3.9921,20.0,79.84192
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1136378027,17-02-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.9921,-3.9921,19.0,75.84982
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1136402537,17-02-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.9921,-3.9921,18.0,71.85773
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1136405664,17-02-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.9921,-3.9921,17.0,67.86563
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1136415706,17-02-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.9921,-3.9921,16.0,63.87354
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1137872421,20-02-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99317,-3.99317,28.0,111.80867
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1137941364,20-02-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99317,-3.99317,27.0,107.8155
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1137995221,20-02-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99317,-3.99317,26.0,103.82234
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1138403492,21-02-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99317,-3.99317,25.0,99.82917
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15593702,1140860085,26-02-2024,10.5,-42.0,8466128.0,PCS,Move Order Issue,4.0,3.99353,-15.97411,27.0,107.82522
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15593702,1140860085,26-02-2024,10.5,-157.5,8466133.0,PCS,Move Order Issue,15.0,3.99353,-59.9029,12.0,47.92232
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15593702,1140860085,26-02-2024,10.5,-10.5,8466134.0,PCS,Move Order Issue,1.0,3.99353,-3.99353,11.0,43.92879
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1146351054,07-03-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99448,-3.99448,19.0,75.89514
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1146399403,07-03-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99448,-3.99448,18.0,71.90066
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1146426939,07-03-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99448,-3.99448,17.0,67.90617
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1146482604,07-03-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99448,-3.99448,16.0,63.91169
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1154029029,23-03-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99532,-3.99532,37.0,147.82694
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1154118605,23-03-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99532,-3.99532,36.0,143.83162
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1155264739,25-03-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99532,-3.99532,35.0,139.83629
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1155676146,26-03-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99532,-3.99532,34.0,135.84097
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1155809374,26-03-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99532,-3.99532,33.0,131.84565
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1155817643,26-03-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99532,-3.99532,32.0,127.85032
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1155818934,26-03-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99532,-3.99532,31.0,123.855
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1155820476,26-03-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99532,-3.99532,30.0,119.85968
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1155824207,26-03-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99532,-3.99532,29.0,115.86436
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1155827108,26-03-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99532,-3.99532,28.0,111.86903
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15715909,1162748734,14-04-2024,10.5,-42.0,8466121.0,PCS,Move Order Issue,4.0,3.99579,-15.98316,54.0,215.77268
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ER,RYN 11206-E.R. (Emergency Room),,15715909,1162749201,14-04-2024,10.5,-367.5,8466134.0,PCS,Move Order Issue,35.0,3.99579,-139.85266,19.0,75.92002
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1165789207,20-04-2024,10.5,-10.5,8466135.0,PCS,Issue to Patient,1.0,3.99591,-3.99591,23.0,91.90588
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1166959780,22-04-2024,10.5,-10.5,8466135.0,PCS,Issue to Patient,1.0,3.99591,-3.99591,22.0,87.90998
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1166971885,22-04-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99591,-3.99591,21.0,83.91407
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1167562682,23-04-2024,10.5,-10.5,8466134.0,PCS,Issue to Patient,1.0,3.99591,-3.99591,20.0,79.91816
6450010013,METRONIDAZOLE I.V-100ML,Medicine,Rayan Hospital Clinics,RAY_ANSTHA,,,,1168115559,24-04-2024,10.5,-10.5,8466135.0,PCS,Issue to Patient,1.0,3.99591,-3.99591,19.0,75.92225
