Item Code,Description,Item Category,Oraganization,Sub Inventory,To Location,To Subinventory,Document Number,Transaction ID,Transaction DATE,SellingÂ  Price,Value of Selling Price,Lot Number,UOM,Transaction Type,Transaction Quantity,Transaction Cost,Transaction Value,Balance Quantity,Balance Value
6100010042,CARDURA 1 MG TAB 20'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1131240925.0,07-02-2024,30.75,-553.5,430038.0,BOX,Issue to Patient,18.0,25.62705,-461.2869,0.0,0.0
6100010042,CARDURA 1 MG TAB 20'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1146031216.0,06-03-2024,30.75,-184.5,430038.0,BOX,Issue to Patient,6.0,25.62705,-153.7623,34.0,871.3197
6100010042,CARDURA 1 MG TAB 20'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1147926483.0,10-03-2024,30.75,-276.75,430038.0,BOX,Issue to Patient,9.0,25.62705,-230.64345,25.0,640.67625
6100010042,CARDURA 1 MG TAB 20'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1154128231.0,23-03-2024,30.75,-30.75,430038.0,BOX,Issue to Patient,1.0,25.62705,-25.62705,24.0,615.0492
6100010042,CARDURA 1 MG TAB 20'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1173123604.0,03-05-2024,30.75,-61.5,430038.0,BOX,Issue to Patient,2.0,25.62705,-51.2541,22.0,563.7951
6100010042,CARDURA 1 MG TAB 20'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1177199244.0,11-05-2024,30.75,-184.5,430038.0,BOX,Issue to Patient,6.0,25.62705,-153.7623,16.0,410.0328
6100010042,CARDURA 1 MG TAB 20'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1178817469.0,13-05-2024,30.75,-61.5,430038.0,BOX,Issue to Patient,2.0,25.62705,-51.2541,14.0,358.7787
6100010042,CARDURA 1 MG TAB 20'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1187712444.0,29-05-2024,30.75,-123.0,430038.0,BOX,Issue to Patient,4.0,25.62705,-102.5082,10.0,256.2705
6100010042,CARDURA 1 MG TAB 20'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1187955735.0,29-05-2024,30.75,-30.75,430038.0,BOX,Issue to Patient,1.0,25.62705,-25.62705,9.0,230.64345
6100010042,CARDURA 1 MG TAB 20'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1188930124.0,30-05-2024,30.75,-30.75,430038.0,BOX,Issue to Patient,1.0,25.62705,-25.62705,8.0,205.0164
6100010042,CARDURA 1 MG TAB 20'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1190779534.0,03-06-2024,30.75,-215.25,430038.0,BOX,Issue to Patient,7.0,25.62705,-179.38935,1.0,25.62705
