Item Code,Description,Item Category,Oraganization,Sub Inventory,To Location,To Subinventory,Document Number,Transaction ID,Transaction DATE,SellingÂ  Price,Value of Selling Price,Lot Number,UOM,Transaction Type,Transaction Quantity,Transaction Cost,Transaction Value,Balance Quantity,Balance Value
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1111305039.0,01-01-2024,29.47,-29.47,508635.0,20,Issue to Patient,1.0,22.1,-22.1,3.0,66.3
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1112994353.0,04-01-2024,29.47,-29.47,508635.0,20,Issue to Patient,1.0,22.1,-22.1,2.0,44.2
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1116918859.0,13-01-2024,29.47,-29.47,508635.0,20,Issue to Patient,1.0,22.1,-22.1,1.0,22.1
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1120556732.0,19-01-2024,29.47,-29.47,508636.0,20,Issue to Patient,1.0,22.1,-22.1,10.0,221.0
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1121324616.0,20-01-2024,29.47,-29.47,508636.0,20,Issue to Patient,1.0,22.1,-22.1,9.0,198.9
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1125639576.0,28-01-2024,29.47,-29.47,508636.0,20,Issue to Patient,1.0,22.1,-22.1,8.0,176.8
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1126198125.0,29-01-2024,29.47,-29.47,508635.0,20,Issue to Patient,1.0,22.1,-22.1,7.0,154.7
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1127511963.0,01-02-2024,29.47,-29.47,508636.0,20,Issue to Patient,1.0,22.1,-22.1,6.0,132.6
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1130297657.0,06-02-2024,29.47,-29.47,508636.0,20,Issue to Patient,1.0,22.1,-22.1,5.0,110.5
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1136948496.0,18-02-2024,29.47,-29.47,508636.0,20,Issue to Patient,1.0,22.1,-22.1,4.0,88.4
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1146009108.0,06-03-2024,29.47,-29.47,508636.0,20,Issue to Patient,1.0,22.1,-22.1,3.0,66.3
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1151314655.0,17-03-2024,29.47,-29.47,508636.0,20,Issue to Patient,1.0,22.1,-22.1,2.0,44.2
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1151433634.0,17-03-2024,29.47,-29.47,508636.0,20,Issue to Patient,1.0,22.1,-22.1,1.0,22.1
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1152269910.0,19-03-2024,29.47,-29.47,508636.0,20,Issue to Patient,1.0,22.1,-22.1,0.0,0.0
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1153846137.0,22-03-2024,29.47,-29.47,508636.0,20,Issue to Patient,1.0,22.1,-22.1,9.0,198.9
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1155473680.0,26-03-2024,29.47,-29.47,508636.0,20,Issue to Patient,1.0,22.1,-22.1,8.0,176.8
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1162094258.0,11-04-2024,29.47,-29.47,508636.0,20,Issue to Patient,1.0,22.1,-22.1,7.0,154.7
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1183050602.0,20-05-2024,29.47,-29.47,508636.0,20,Issue to Patient,1.0,22.1,-22.1,6.0,132.6
6040060004,JJ BABY OIL-200ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1197860747.0,17-06-2024,29.47,-29.47,508636.0,20,Issue to Patient,1.0,22.1,-22.1,5.0,110.5
