Item Code,Description,Item Category,Oraganization,Sub Inventory,To Location,To Subinventory,Document Number,Transaction ID,Transaction DATE,SellingÂ  Price,Value of Selling Price,Lot Number,UOM,Transaction Type,Transaction Quantity,Transaction Cost,Transaction Value,Balance Quantity,Balance Value
6060010205,JJ BODY CREAM MOIST 24HR 200 ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1111778626.0,02-01-2024,21.42,-21.42,512434.0,TUB,Issue to Patient,1.0,16.5,-16.5,7.0,115.5
6060010205,JJ BODY CREAM MOIST 24HR 200 ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1113859450.0,07-01-2024,21.42,-21.42,512434.0,TUB,Issue to Patient,1.0,16.5,-16.5,6.0,99.0
6060010205,JJ BODY CREAM MOIST 24HR 200 ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1117792959.0,14-01-2024,21.42,-21.42,512434.0,TUB,Issue to Patient,1.0,16.5,-16.5,5.0,82.5
6060010205,JJ BODY CREAM MOIST 24HR 200 ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1118267800.0,15-01-2024,21.42,-21.42,512434.0,TUB,Issue to Patient,1.0,16.5,-16.5,4.0,66.0
6060010205,JJ BODY CREAM MOIST 24HR 200 ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1118635607.0,15-01-2024,21.42,-21.42,512434.0,TUB,Issue to Patient,1.0,16.5,-16.5,3.0,49.5
6060010205,JJ BODY CREAM MOIST 24HR 200 ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1122918148.0,23-01-2024,21.42,-21.42,512434.0,TUB,Issue to Patient,1.0,16.5,-16.5,12.0,198.0
6060010205,JJ BODY CREAM MOIST 24HR 200 ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,MEP PHARMACY DC,MEP_COS,REP9084,1125319697.0,28-01-2024,21.42,-21.42,512433.0,TUB,Return to Store/Other Branch,1.0,16.5,-16.5,11.0,181.5
6060010205,JJ BODY CREAM MOIST 24HR 200 ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,MEP PHARMACY DC,MEP_COS,REP9086,1125376494.0,28-01-2024,21.42,-235.62,512434.0,TUB,Return to Store/Other Branch,11.0,16.5,-181.5,0.0,0.0
6060010205,JJ BODY CREAM MOIST 24HR 200 ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1163589331.0,15-04-2024,21.42,-21.42,512434.0,TUB,Issue to Patient,1.0,16.5,-16.5,3.0,49.5
6060010205,JJ BODY CREAM MOIST 24HR 200 ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1165151896.0,18-04-2024,21.42,-21.42,512434.0,TUB,Issue to Patient,1.0,16.5,-16.5,2.0,33.0
6060010205,JJ BODY CREAM MOIST 24HR 200 ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1175583353.0,07-05-2024,21.42,-21.42,512434.0,TUB,Issue to Patient,1.0,16.5,-16.5,1.0,16.5
6060010205,JJ BODY CREAM MOIST 24HR 200 ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1179489989.0,14-05-2024,21.42,-21.42,512434.0,TUB,Issue to Patient,1.0,16.5,-16.5,0.0,0.0
6060010205,JJ BODY CREAM MOIST 24HR 200 ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1192808277.0,06-06-2024,21.42,-21.42,512435.0,TUB,Issue to Patient,1.0,16.5,-16.5,5.0,82.5
6060010205,JJ BODY CREAM MOIST 24HR 200 ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1197975472.0,17-06-2024,21.42,-21.42,512435.0,TUB,Issue to Patient,1.0,16.5,-16.5,4.0,66.0
6060010205,JJ BODY CREAM MOIST 24HR 200 ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1199120407.0,21-06-2024,21.42,-21.42,512435.0,TUB,Issue to Patient,1.0,16.5,-16.5,3.0,49.5
6060010205,JJ BODY CREAM MOIST 24HR 200 ML,Cosmetic,Rayan ER Pharmacy,RYN_ERP,,,,1203063454.0,28-06-2024,21.42,-21.42,512436.0,TUB,Issue to Patient,1.0,16.5,-16.5,2.0,33.0
