Item Code,Description,Item Category,Oraganization,Sub Inventory,To Location,To Subinventory,Document Number,Transaction ID,Transaction DATE,SellingÂ  Price,Value of Selling Price,Lot Number,UOM,Transaction Type,Transaction Quantity,Transaction Cost,Transaction Value,Balance Quantity,Balance Value
6240040053,DAONIL 5 MG -(GLIBENCLAMIDE) TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1120678315.0,19-01-2024,24.6,-73.8,451454.0,TAB,Issue to Patient,3.0,15.57188,-46.71564,29.0,451.58451
6240040053,DAONIL 5 MG -(GLIBENCLAMIDE) TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1134738549.0,14-02-2024,24.6,-98.4,451454.0,TAB,Issue to Patient,4.0,15.57188,-62.28752,25.0,389.29699
6240040053,DAONIL 5 MG -(GLIBENCLAMIDE) TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1134738569.0,14-02-2024,24.6,-49.2,451455.0,TAB,Issue to Patient,2.0,15.57188,-31.14376,23.0,358.15323
6240040053,DAONIL 5 MG -(GLIBENCLAMIDE) TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1136446723.0,17-02-2024,24.6,-73.8,451454.0,TAB,Issue to Patient,3.0,15.57188,-46.71564,20.0,311.43759
6240040053,DAONIL 5 MG -(GLIBENCLAMIDE) TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1155260450.0,25-03-2024,24.6,-147.6,451455.0,TAB,Issue to Patient,6.0,15.57188,-93.43128,14.0,218.00632
6240040053,DAONIL 5 MG -(GLIBENCLAMIDE) TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1161339158.0,08-04-2024,24.6,-49.2,451454.0,TAB,Issue to Patient,2.0,15.57188,-31.14376,12.0,186.86256
6240040053,DAONIL 5 MG -(GLIBENCLAMIDE) TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1161339168.0,08-04-2024,24.6,-49.2,451455.0,TAB,Issue to Patient,2.0,15.57188,-31.14376,10.0,155.7188
6240040053,DAONIL 5 MG -(GLIBENCLAMIDE) TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1164171793.0,16-04-2024,24.6,-98.4,451454.0,TAB,Issue to Patient,4.0,15.57188,-62.28752,6.0,93.43128
6240040053,DAONIL 5 MG -(GLIBENCLAMIDE) TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1164171798.0,16-04-2024,24.6,-49.2,451455.0,TAB,Issue to Patient,2.0,15.57188,-31.14376,4.0,62.28752
6240040053,DAONIL 5 MG -(GLIBENCLAMIDE) TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1167148584.0,22-04-2024,24.6,-73.8,451456.0,TAB,Issue to Patient,3.0,15.57189,-46.71568,21.0,327.00977
6240040053,DAONIL 5 MG -(GLIBENCLAMIDE) TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,Rayan ObGyn Pharmacy,RYN_OBGYNP,REP9471,1170389300.0,28-04-2024,24.6,-73.8,451456.0,TAB,Intransit Shipment,3.0,15.57189,-46.71568,18.0,280.29409
6240040053,DAONIL 5 MG -(GLIBENCLAMIDE) TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1195574582.0,11-06-2024,24.6,-24.6,451454.0,TAB,Issue to Patient,1.0,15.57189,-15.57189,17.0,264.72219
