Item Code,Description,Item Category,Oraganization,Sub Inventory,To Location,To Subinventory,Document Number,Transaction ID,Transaction DATE,SellingÂ  Price,Value of Selling Price,Lot Number,UOM,Transaction Type,Transaction Quantity,Transaction Cost,Transaction Value,Balance Quantity,Balance Value
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1111168165.0,01-01-2024,90.45,-90.45,418459.0,BOX,Issue to Patient,1.0,68.42219,-68.42219,18.0,1231.59944
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1116663074.0,12-01-2024,90.45,-90.45,418459.0,BOX,Issue to Patient,1.0,68.42219,-68.42219,17.0,1163.17725
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1117314836.0,13-01-2024,90.45,-90.45,418459.0,BOX,Issue to Patient,1.0,68.42219,-68.42219,16.0,1094.75506
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1117371296.0,13-01-2024,90.45,-90.45,418459.0,BOX,Issue to Patient,1.0,68.42219,-68.42219,15.0,1026.33287
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1118465255.0,15-01-2024,90.45,-90.45,418457.0,BOX,Issue to Patient,1.0,68.42219,-68.42219,14.0,957.91068
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1119254431.0,16-01-2024,90.45,-90.45,418454.0,BOX,Issue to Patient,1.0,68.42219,-68.42219,13.0,889.48848
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1120199424.0,18-01-2024,90.45,-90.45,418454.0,BOX,Issue to Patient,1.0,68.42219,-68.42219,12.0,821.06629
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1120498229.0,18-01-2024,90.45,-90.45,418454.0,BOX,Issue to Patient,1.0,68.42219,-68.42219,11.0,752.6441
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1121049263.0,20-01-2024,90.45,-90.45,418454.0,BOX,Issue to Patient,1.0,68.42219,-68.42219,10.0,684.22191
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1122107313.0,22-01-2024,90.45,-90.45,418454.0,BOX,Issue to Patient,1.0,68.42219,-68.42219,9.0,615.79972
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1123171241.0,24-01-2024,90.45,-90.45,418454.0,BOX,Issue to Patient,1.0,68.42219,-68.42219,8.0,547.37753
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1123518161.0,24-01-2024,90.45,-90.45,418454.0,BOX,Issue to Patient,1.0,68.42219,-68.42219,7.0,478.95534
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1123733729.0,24-01-2024,90.45,-90.45,418454.0,BOX,Issue to Patient,1.0,68.42219,-68.42219,6.0,410.53315
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1124398738.0,26-01-2024,90.45,-90.45,418454.0,BOX,Issue to Patient,1.0,68.42219,-68.42219,5.0,342.11096
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1124580571.0,27-01-2024,90.45,-90.45,418457.0,BOX,Issue to Patient,1.0,68.42219,-68.42219,4.0,273.68876
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1126334430.0,29-01-2024,90.45,-90.45,418457.0,BOX,Issue to Patient,1.0,68.42217,-68.42217,13.0,889.48827
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1126334939.0,29-01-2024,90.45,-90.45,418457.0,BOX,Issue to Patient,1.0,68.42217,-68.42217,12.0,821.0661
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1126730046.0,30-01-2024,90.45,-90.45,418454.0,BOX,Issue to Patient,1.0,68.42217,-68.42217,11.0,752.64392
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1128678131.0,03-02-2024,90.45,-90.45,418457.0,BOX,Issue to Patient,1.0,68.42217,-68.42217,10.0,684.22175
6090040021,BETASERC 8 MG TAB 100'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1128678136.0,03-02-2024,90.45,-90.45,418458.0,BOX,Issue to Patient,1.0,68.42217,-68.42217,9.0,615.79957
