Item Code,Description,Item Category,Oraganization,Sub Inventory,To Location,To Subinventory,Document Number,Transaction ID,Transaction DATE,Selling  Price,Value of Selling Price,Lot Number,UOM,Transaction Type,Transaction Quantity,Transaction Cost,Transaction Value,Balance Quantity,Balance Value
6020040013,XYLOCAINE-2% INJECTION -1'S,Medicine,Rayan Hospital,RYN_IP,,,,1111610264,02-01-2024,8.4,-8.4,681193.0,VL,Issue to Patient,1.0,5.77687,-5.77687,339.0,1958.35796
6020040013,XYLOCAINE-2% INJECTION -1'S,Medicine,Rayan Hospital,RAY_ENT,RYN 11205-E.N.T. (Otolaryngology),,15437037,1112939459,04-01-2024,8.4,-8.4,681187.0,VL,Move Order Issue,1.0,5.77687,-5.77687,338.0,1952.5811
6020040013,XYLOCAINE-2% INJECTION -1'S,Medicine,Rayan Hospital,RAY_OBGY1F,RYN 11215-OB&Gyne,,15443780,1113766876,06-01-2024,8.4,-100.8,681192.0,VL,Move Order Issue,12.0,5.77687,-69.32241,327.0,1889.03556
6020040013,XYLOCAINE-2% INJECTION -1'S,Medicine,Rayan Hospital,RAY_OBGY1F,RYN 11215-OB&Gyne,,15443780,1113766876,06-01-2024,8.4,-25.2,681193.0,VL,Move Order Issue,3.0,5.77687,-17.3306,324.0,1871.70496
6020040013,XYLOCAINE-2% INJECTION -1'S,Medicine,Rayan Hospital,RAY_OPTHA,RYN 11216-Ophthalmology,,15444485,1113773654,06-01-2024,8.4,-8.4,681192.0,VL,Move Order Issue,1.0,5.77687,-5.77687,323.0,1865.92809
6020040013,XYLOCAINE-2% INJECTION -1'S,Medicine,Rayan Hospital,RAY_OBGY2F,RYN 11215-OB&Gyne,,15443817,1113780344,06-01-2024,8.4,-100.8,681192.0,VL,Move Order Issue,12.0,5.77687,-69.32241,311.0,1796.60568
6020040013,XYLOCAINE-2% INJECTION -1'S,Medicine,Rayan Hospital,STAGE,Rayan Hospital Clinics,RAY_LDR,17452405,1114034442,07-01-2024,8.4,-168.0,681192.0,VL,Int Order Direct Ship,20.0,5.77687,-115.53734,291.0,1681.06834
6020040013,XYLOCAINE-2% INJECTION -1'S,Medicine,Rayan Hospital,STAGE,Rayan Hospital Clinics,RAY_CATHLB,17450964,1114041977,07-01-2024,8.4,-25.2,681192.0,VL,Int Order Direct Ship,3.0,5.77687,-17.3306,578.0,3339.02891
6020040013,XYLOCAINE-2% INJECTION -1'S,Medicine,Rayan Hospital,RYN_IP,,,,1114439713,08-01-2024,8.4,-8.4,681195.0,VL,Issue to Patient,1.0,5.77687,-5.77687,577.0,3333.25204
6020040013,XYLOCAINE-2% INJECTION -1'S,Medicine,Rayan Hospital,STAGE,Rayan Hospital Clinics,RAY_TELMET,17451529,1114815605,08-01-2024,8.4,-8.4,681193.0,VL,Int Order Direct Ship,1.0,5.77687,-5.77687,576.0,3327.47518
