Item Code,Description,Item Category,Oraganization,Sub Inventory,To Location,To Subinventory,Document Number,Transaction ID,Transaction DATE,SellingÂ  Price,Value of Selling Price,Lot Number,UOM,Transaction Type,Transaction Quantity,Transaction Cost,Transaction Value,Balance Quantity,Balance Value
6100010125,SORTIVA H 50/12.5 MG TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1120415435.0,18-01-2024,84.85,-254.55,515056.0,BOX,Issue to Patient,3.0,39.8442,-119.53261,17.0,677.35144
6100010125,SORTIVA H 50/12.5 MG TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1133699604.0,12-02-2024,84.85,-254.55,515053.0,BOX,Issue to Patient,3.0,39.8442,-119.53261,14.0,557.81883
6100010125,SORTIVA H 50/12.5 MG TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1135089784.0,14-02-2024,84.85,-169.7,515056.0,BOX,Issue to Patient,2.0,39.8442,-79.6884,12.0,478.13043
6100010125,SORTIVA H 50/12.5 MG TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1136108610.0,17-02-2024,84.85,-254.55,515057.0,BOX,Issue to Patient,3.0,39.8442,-119.53261,9.0,358.59782
6100010125,SORTIVA H 50/12.5 MG TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1136139417.0,17-02-2024,84.85,-169.7,515056.0,BOX,Issue to Patient,2.0,39.8442,-79.6884,7.0,278.90942
6100010125,SORTIVA H 50/12.5 MG TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1136139432.0,17-02-2024,84.85,-84.85,515057.0,BOX,Issue to Patient,1.0,39.8442,-39.8442,6.0,239.06521
6100010125,SORTIVA H 50/12.5 MG TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1140682256.0,26-02-2024,84.85,-84.85,515056.0,BOX,Issue to Patient,1.0,39.8442,-39.8442,5.0,199.22101
6100010125,SORTIVA H 50/12.5 MG TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1147007672.0,08-03-2024,84.85,-339.4,515056.0,BOX,Issue to Patient,4.0,39.8442,-159.37681,1.0,39.8442
6100010125,SORTIVA H 50/12.5 MG TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1150434654.0,15-03-2024,84.85,-84.85,515059.0,BOX,Issue to Patient,1.0,39.8442,-39.8442,21.0,836.72825
6100010125,SORTIVA H 50/12.5 MG TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1180100238.0,15-05-2024,84.85,-254.55,515059.0,BOX,Issue to Patient,3.0,39.8442,-119.53261,18.0,717.19564
6100010125,SORTIVA H 50/12.5 MG TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1192679679.0,06-06-2024,84.85,-84.85,515060.0,BOX,Issue to Patient,1.0,39.8442,-39.8442,17.0,677.35144
6100010125,SORTIVA H 50/12.5 MG TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1202721967.0,27-06-2024,84.85,-169.7,515059.0,BOX,Issue to Patient,2.0,39.8442,-79.6884,15.0,597.66304
6100010125,SORTIVA H 50/12.5 MG TAB 30'S,Medicine,Rayan ER Pharmacy,RYN_ERP,,,,1202721992.0,27-06-2024,84.85,-84.85,515060.0,BOX,Issue to Patient,1.0,39.8442,-39.8442,14.0,557.81883
